159.203.119.85 - - [15/Dec/2016:06:25:46 +0100] "GET / HTTP/1.0" 301 573 "-" "Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)"
207.46.13.206 - - [15/Dec/2016:06:26:36 +0100] "GET /robots.txt HTTP/1.1" 200 2625 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.167.13 - - [15/Dec/2016:06:26:42 +0100] "GET / HTTP/1.1" 200 37162 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
188.226.196.167 - - [15/Dec/2016:06:27:09 +0100] "GET /presentation-metiers.php HTTP/1.1" 301 579 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
188.226.196.167 - - [15/Dec/2016:06:27:09 +0100] "GET /carriere HTTP/1.1" 200 32670 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
159.203.119.68 - - [15/Dec/2016:06:28:07 +0100] "GET / HTTP/1.0" 301 570 "-" "Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)"
207.45.249.139 - - [15/Dec/2016:06:34:13 +0100] "GET /themes/custom/capfi/js/main.js?v=8.1.3 HTTP/1.1" 200 115755 "-" "Mozilla/4.0 (compatible;)"
195.77.178.245 - - [15/Dec/2016:06:39:29 +0100] "GET /themes/custom/capfi/images/logos/footer/linkedin.png HTTP/1.1" 304 181 "-" "Mozilla/4.0 (compatible;)"
193.252.242.16 - - [15/Dec/2016:06:42:23 +0100] "GET /devel/node/80 HTTP/1.1" 403 13058 "-" "Mozilla/5.0 (compatible; ExaleadCloudView/5;)"
180.76.15.151 - - [15/Dec/2016:06:51:16 +0100] "GET / HTTP/1.1" 200 67160 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.8 - - [15/Dec/2016:06:52:45 +0100] "GET / HTTP/1.1" 200 67160 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
182.16.159.65 - - [15/Dec/2016:06:54:08 +0100] "GET /wp-login.php HTTP/1.1" 404 13477 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
182.16.159.65 - - [15/Dec/2016:06:54:09 +0100] "GET / HTTP/1.1" 200 263203 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
207.46.13.76 - - [15/Dec/2016:06:54:35 +0100] "GET /carriere/assistance-technique.php HTTP/1.1" 404 13477 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
94.59.109.190 - - [15/Dec/2016:07:09:33 +0100] "GET /wp-login.php HTTP/1.1" 404 13477 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
94.59.109.190 - - [15/Dec/2016:07:09:34 +0100] "GET / HTTP/1.1" 200 263205 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
180.76.15.32 - - [15/Dec/2016:07:13:59 +0100] "GET / HTTP/1.1" 301 522 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.136 - - [15/Dec/2016:07:13:59 +0100] "GET / HTTP/1.1" 301 522 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.64.167 - - [15/Dec/2016:07:16:07 +0100] "GET /robots.txt HTTP/1.1" 200 2431 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.159 - - [15/Dec/2016:07:16:08 +0100] "GET /apple-app-site-association HTTP/1.1" 404 15007 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.46.13.76 - - [15/Dec/2016:07:16:27 +0100] "GET / HTTP/1.1" 200 35056 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
188.226.196.167 - - [15/Dec/2016:07:17:56 +0100] "GET / HTTP/1.1" 200 263199 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
209.95.167.218 - - [15/Dec/2016:07:18:24 +0100] "GET /sixieme-sens HTTP/1.1" 200 28601 "-" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
66.249.64.163 - - [15/Dec/2016:07:21:08 +0100] "GET /node/261 HTTP/1.1" 200 4799 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.163 - - [15/Dec/2016:07:21:20 +0100] "GET /themes/custom/capfi/css/main.css HTTP/1.1" 200 20058 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.252.118.175 - - [15/Dec/2016:07:24:17 +0100] "GET /robots.txt HTTP/1.1" 200 885 "-" "Mozilla/5.0 (compatible; OrangeBot/2.0; support.orangebot@orange.com)"
193.252.118.175 - - [15/Dec/2016:07:24:20 +0100] "GET / HTTP/1.1" 200 35019 "-" "Mozilla/5.0 (compatible; OrangeBot/2.0; support.orangebot@orange.com)"
165.255.40.156 - - [15/Dec/2016:07:25:54 +0100] "GET / HTTP/1.1" 200 33941 "https://www.google.co.za/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:55 +0100] "GET /core/themes/stable/css/system/components/ajax-progress.module.css?oh31p8 HTTP/1.1" 200 820 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:55 +0100] "GET /core/themes/stable/css/system/components/align.module.css?oh31p8 HTTP/1.1" 200 551 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:56 +0100] "GET /core/themes/stable/css/system/components/autocomplete-loading.module.css?oh31p8 HTTP/1.1" 200 586 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:56 +0100] "GET /core/themes/stable/css/system/components/fieldgroup.module.css?oh31p8 HTTP/1.1" 200 427 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:56 +0100] "GET /core/themes/stable/css/system/components/container-inline.module.css?oh31p8 HTTP/1.1" 200 488 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:56 +0100] "GET /core/themes/stable/css/system/components/clearfix.module.css?oh31p8 HTTP/1.1" 200 556 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:56 +0100] "GET /core/themes/stable/css/system/components/details.module.css?oh31p8 HTTP/1.1" 200 455 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:57 +0100] "GET /core/themes/stable/css/system/components/hidden.module.css?oh31p8 HTTP/1.1" 200 983 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:57 +0100] "GET /core/themes/stable/css/system/components/item-list.module.css?oh31p8 HTTP/1.1" 200 489 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:57 +0100] "GET /core/themes/stable/css/system/components/js.module.css?oh31p8 HTTP/1.1" 200 567 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:57 +0100] "GET /core/themes/stable/css/system/components/nowrap.module.css?oh31p8 HTTP/1.1" 200 438 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:57 +0100] "GET /core/themes/stable/css/system/components/position-container.module.css?oh31p8 HTTP/1.1" 200 427 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:58 +0100] "GET /core/themes/stable/css/system/components/progress.module.css?oh31p8 HTTP/1.1" 200 691 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:58 +0100] "GET /core/themes/stable/css/system/components/reset-appearance.module.css?oh31p8 HTTP/1.1" 200 523 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:58 +0100] "GET /core/themes/stable/css/system/components/resize.module.css?oh31p8 HTTP/1.1" 200 490 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:58 +0100] "GET /core/themes/stable/css/system/components/sticky-header.module.css?oh31p8 HTTP/1.1" 200 477 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:59 +0100] "GET /core/themes/stable/css/system/components/tabledrag.module.css?oh31p8 HTTP/1.1" 200 966 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:59 +0100] "GET /core/themes/stable/css/system/components/tablesort.module.css?oh31p8 HTTP/1.1" 200 548 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
165.255.40.156 - - [15/Dec/2016:07:25:59 +0100] "GET /core/themes/stable/css/system/components/tree-child.module.css?oh31p8 HTTP/1.1" 200 558 "http://www.capfi.co.uk/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
